,C4,C3
0,,
1,,684.6499575234003
2,928.740647598107,525.9515742762648
3,468.43025549263064,284.8380597941774
4,551.9155922660129,302.1402222934362
5,573.7539393566807,416.5077905169128
6,898.7505043076733,874.5602187791192
7,879.1702768105046,488.14269575693106
8,390.22807168664355,319.90978287564815
9,777.9096165702965,734.2623922197922
10,652.9734607818425,452.8004343812625
11,430.2376792725189,286.01976183439194
12,832.9566356601875,368.9809599725326
13,1103.409364505148,712.9839004959333
14,569.915227610038,328.62307098272487
15,867.0042658194685,390.2055754357814
16,987.5568472801153,683.5387335360815
17,488.3357848207806,545.6038292432041
18,988.669134094053,569.3992565966288
19,679.3891194025856,531.0784292086386
20,636.4428941228523,417.4407292973771
21,691.2463314671331,446.80705486922153
22,1101.4789369803216,396.86125135045495
23,1500.736751349184,536.8760762884195
24,786.931882380417,348.545617172756
25,,370.2806399054582
26,947.7783911360206,589.5520582434448
27,919.7170687055756,520.2382219668327
28,799.11540304008,677.6152237374147
29,857.8198227821007,587.6148626782038
30,572.7050820953115,341.6680796915599
31,1140.729082487155,330.8892797580032
32,695.6446681269329,741.2310303958906
33,893.162554006593,508.82266564369246
34,1019.4146380308852,316.3351916815974
35,460.83620295565356,327.9038067530737
36,760.9968313341158,290.84283277789945
37,543.9045584978024,366.05867304701803
38,352.16504149322424,491.9003948531219
39,765.0299867051185,419.3106880136056
40,868.0376896571888,522.6366352106978
41,705.8968069210521,291.1673029338598
42,1081.3962834882573,268.8629299835799
43,526.6496530912699,325.9469580491092
44,933.8054115298795,588.9474490920137
45,554.6017284347276,460.31666790645505
46,1160.3203815429038,478.9800643368223
47,799.4469849336631,379.45577688810056
48,801.7399292613798,550.8033536089941
49,910.9235722691008,405.62059786041385
50,1240.3158920960352,660.6670349340475
51,748.1995273545915,653.645468909625
52,670.9963609305962,448.1703448656879
53,751.752173345071,491.9697845526067
54,797.2349379148251,457.15818699611464
55,731.1438033563592,593.0805018698605
56,579.581106508301,655.821157858383
57,1432.8757132131216,472.6074699838414
58,837.4222641250501,872.5996555435046
59,572.8091450789095,492.162215976261
